ts tx ty tz qx qy qz qw agent ref_KF_ts
1403715283.412143 -0.058079269 -0.053273957 0.080061175 0.012968360 0.451607913 0.201337039 0.869106233 0 1403715282.562143
1403715283.462143 -0.058607604 -0.053288404 0.081416793 0.010624589 0.459561855 0.205713317 0.863928318 0 1403715282.562143
1403715283.512143 -0.059310589 -0.053367652 0.083603479 0.007187495 0.468734384 0.208265841 0.858406544 0 1403715282.562143
1403715283.562143 -0.059989028 -0.053424809 0.084920682 0.003677865 0.476869404 0.210423663 0.853407264 0 1403715282.562143
1403715283.612143 -0.060325883 -0.053391278 0.086134680 -0.000041443 0.483709753 0.213062078 0.848899007 0 1403715282.562143
1403715283.662143 -0.060862049 -0.053192057 0.087826252 -0.002739673 0.489982516 0.214934155 0.844815373 0 1403715282.562143
1403715283.712143 -0.061214156 -0.052934147 0.089196444 -0.004163539 0.494867653 0.215549156 0.841799974 0 1403715283.712143
1403715283.762143 -0.061695151 -0.053147350 0.090335384 -0.005123570 0.498243809 0.217315555 0.839345515 0 1403715282.562143
1403715283.812143 -0.061697565 -0.053002108 0.091934942 -0.003610170 0.501111984 0.218058646 0.837450981 0 1403715283.712143
1403715283.862143 -0.062175289 -0.053055737 0.093411431 -0.003062291 0.504182398 0.217488244 0.835756898 0 1403715283.712143
1403715283.912143 -0.062571861 -0.053222217 0.094983302 -0.001203058 0.506363332 0.217852592 0.834346950 0 1403715283.912143
1403715283.962143 -0.063132465 -0.053209823 0.096003436 -0.000366392 0.507290661 0.217899144 0.833772242 0 1403715283.712143
1403715284.012143 -0.063406222 -0.053038273 0.097548150 -0.001335547 0.507476151 0.219637349 0.833202004 0 1403715283.712143
1403715284.062143 -0.063761331 -0.052900337 0.099044584 -0.002846466 0.507235885 0.220883176 0.833015203 0 1403715283.712143
1403715284.112143 -0.063653663 -0.052886091 0.100475535 -0.004531634 0.505818546 0.223504290 0.833170474 0 1403715283.912143
1403715284.162143 -0.064003110 -0.052970465 0.101883188 -0.005221019 0.504423857 0.225536659 0.833464205 0 1403715283.912143
1403715284.212143 -0.064242907 -0.052899048 0.103390165 -0.004394263 0.502350032 0.229147151 0.833736658 0 1403715283.912143
1403715284.262143 -0.064337142 -0.052965406 0.104530007 -0.003446476 0.499660045 0.232763976 0.834355414 0 1403715283.912143
1403715284.312143 -0.064333871 -0.053077359 0.105820537 -0.001862363 0.497038960 0.236214384 0.834956050 0 1403715283.912143
1403715284.362143 -0.064059973 -0.053022534 0.106932156 0.000256526 0.495015025 0.238101721 0.835624158 0 1403715283.912143
1403715284.412143 -0.064156629 -0.052450936 0.108033046 0.001061017 0.494746923 0.235302672 0.836574554 0 1403715284.412143
1403715284.462143 -0.063631758 -0.052768614 0.109280623 -0.000280406 0.495124727 0.231527999 0.837404549 0 1403715283.912143
1403715284.512143 -0.063399255 -0.052417923 0.109817185 -0.001240305 0.495068222 0.226516962 0.838806391 0 1403715284.412143
1403715284.562143 -0.062933140 -0.052369293 0.110783108 -0.001479983 0.495236188 0.221673220 0.840000033 0 1403715284.412143
1403715284.612143 -0.062069781 -0.052692380 0.111642674 -0.002247559 0.495069534 0.217034087 0.841306925 0 1403715284.612143
1403715284.662143 -0.061502866 -0.052808270 0.112554081 -0.003422198 0.494962692 0.212768048 0.842454731 0 1403715284.612143
1403715284.712143 -0.060852259 -0.052670877 0.113488235 -0.003230348 0.494525790 0.209845066 0.843444645 0 1403715284.612143
1403715284.762143 -0.060022257 -0.052551232 0.114272572 -0.002799381 0.494478941 0.207377031 0.844083846 0 1403715284.612143
1403715284.812143 -0.059479363 -0.052599438 0.115309082 -0.002611274 0.496468991 0.205482468 0.843379319 0 1403715284.812143
1403715284.862143 -0.058768831 -0.052638687 0.116116077 -0.000588959 0.499320686 0.204647407 0.841901422 0 1403715284.812143
1403715284.912143 -0.058021992 -0.052823454 0.117157601 0.002467978 0.503437698 0.206311136 0.839035273 0 1403715284.812143
1403715284.962143 -0.057161689 -0.053082090 0.117920011 0.006290272 0.509178221 0.207912251 0.835147023 0 1403715284.812143
1403715285.012143 -0.056510694 -0.053293131 0.118568584 0.012648487 0.515924156 0.211420134 0.830038488 0 1403715284.812143
1403715285.062143 -0.055947505 -0.053424455 0.119287044 0.017421205 0.523876071 0.214558110 0.824145138 0 1403715284.812143
1403715285.112143 -0.055331796 -0.053797614 0.119842842 0.018823864 0.533193409 0.217085019 0.817450047 0 1403715284.812143
1403715285.162143 -0.054710813 -0.054132767 0.120250449 0.018234516 0.541716874 0.221154779 0.810741067 0 1403715284.812143
1403715285.212143 -0.054516152 -0.054357279 0.120683663 0.016662717 0.549864829 0.227026284 0.803635597 0 1403715284.812143
1403715285.262143 -0.054112308 -0.054701839 0.121156991 0.014799088 0.556517720 0.233446404 0.797227621 0 1403715284.812143
1403715285.312143 -0.054035619 -0.055137362 0.121183231 0.012678386 0.560736239 0.241208479 0.791980207 0 1403715284.812143
1403715285.362143 -0.053938203 -0.055901524 0.121192746 0.009876437 0.564216733 0.248585224 0.787253022 0 1403715284.812143
1403715285.412143 -0.053864427 -0.057074100 0.121031284 0.006149670 0.566631556 0.254673988 0.783602059 0 1403715284.812143
1403715285.462143 -0.053626098 -0.058645781 0.120655924 0.003079940 0.568827987 0.259107530 0.780569434 0 1403715284.812143
1403715285.512143 -0.053263709 -0.060298003 0.119860150 0.001501389 0.570004702 0.262953252 0.778426588 0 1403715285.512143
1403715285.562143 -0.052899435 -0.062428407 0.118839324 0.001107463 0.571021259 0.266368538 0.776518762 0 1403715285.512143
1403715285.612143 -0.052540205 -0.064271554 0.117922366 0.001974607 0.572077274 0.268742740 0.774920046 0 1403715285.512143
1403715285.662143 -0.051926605 -0.066322021 0.117170095 0.001391472 0.573365092 0.270157069 0.773476422 0 1403715285.512143
1403715285.712143 -0.051452577 -0.068204746 0.115970649 0.001285422 0.573988438 0.271543711 0.772528052 0 1403715285.512143
1403715285.762143 -0.050758816 -0.069973916 0.114946604 0.001689398 0.575891972 0.269860178 0.771700144 0 1403715285.762143
1403715285.812143 -0.050049044 -0.071333081 0.113603920 0.002094677 0.577260792 0.268619031 0.771109283 0 1403715285.762143
1403715285.862143 -0.049190953 -0.072855525 0.112314969 -0.000564618 0.579197466 0.265512556 0.770735502 0 1403715285.762143
1403715285.912143 -0.048092976 -0.074238300 0.110835202 -0.004034473 0.580941081 0.261389047 0.770822287 0 1403715285.762143
1403715285.962143 -0.047102503 -0.076034345 0.109578997 -0.010113853 0.582649410 0.257979304 0.770625830 0 1403715285.962143
1403715286.012143 -0.045990311 -0.077100188 0.108160540 -0.013508800 0.583982348 0.254366100 0.770765901 0 1403715285.962143
1403715286.062143 -0.044981658 -0.078279458 0.106887788 -0.016909365 0.585345805 0.251285344 0.770675063 0 1403715285.962143
1403715286.112143 -0.043882862 -0.079573810 0.105814137 -0.018499570 0.586019754 0.250721544 0.770309925 0 1403715285.962143
1403715286.162143 -0.042672202 -0.080336571 0.104470044 -0.017529696 0.585577071 0.252122462 0.770211935 0 1403715285.962143
1403715286.212143 -0.041368321 -0.081317790 0.103388965 -0.016888190 0.584947407 0.255085140 0.769729078 0 1403715285.962143
1403715286.262143 -0.040005162 -0.082223147 0.102320299 -0.016354160 0.584438860 0.256899953 0.769523382 0 1403715285.962143
1403715286.312143 -0.038547248 -0.082942806 0.101073869 -0.016774897 0.584394157 0.256297499 0.769749165 0 1403715285.962143
1403715286.362143 -0.037289277 -0.083790354 0.100482464 -0.016474320 0.585310757 0.254721999 0.769582212 0 1403715286.362143
1403715286.412143 -0.035762921 -0.084165387 0.099054284 -0.016335202 0.585466743 0.253636181 0.769825041 0 1403715285.962143
1403715286.462143 -0.034064233 -0.085185006 0.098593518 -0.017460441 0.586514175 0.251544625 0.769689322 0 1403715286.362143
1403715286.512143 -0.032445833 -0.085735135 0.097584151 -0.017789306 0.587318838 0.250151813 0.769522130 0 1403715286.362143
1403715286.562143 -0.030800402 -0.086514376 0.097092211 -0.017569697 0.588792980 0.248120457 0.769058168 0 1403715286.362143
1403715286.612143 -0.029074267 -0.087101072 0.096119471 -0.015747100 0.590233028 0.247805640 0.768094659 0 1403715286.362143
1403715286.662143 -0.026733369 -0.087871440 0.095649213 -0.013582579 0.594128251 0.246835917 0.765440524 0 1403715286.662143
1403715286.712143 -0.024932981 -0.088416509 0.094977029 -0.009153739 0.599224746 0.245337442 0.762007535 0 1403715286.662143
1403715286.762143 -0.023027144 -0.089240104 0.094452612 -0.007313238 0.604888558 0.244977847 0.757655740 0 1403715286.662143
1403715286.812143 -0.021200009 -0.089443818 0.093665294 -0.007894053 0.609742403 0.246368393 0.753295779 0 1403715286.662143
1403715286.862143 -0.019379817 -0.090142719 0.093075946 -0.011228003 0.613255382 0.249952838 0.749209881 0 1403715286.662143
1403715286.912143 -0.017408639 -0.090320781 0.092718408 -0.015381898 0.616491795 0.252693832 0.745551646 0 1403715286.662143
1403715286.962143 -0.015704952 -0.090508133 0.092263810 -0.018518645 0.619277418 0.254971772 0.742389441 0 1403715286.662143
1403715287.012143 -0.013902575 -0.090971678 0.091841057 -0.021509489 0.622322381 0.256075084 0.739376605 0 1403715286.662143
1403715287.062143 -0.012299024 -0.091712549 0.091411225 -0.022821162 0.624665916 0.257557511 0.736841857 0 1403715286.662143
1403715287.112143 -0.010403253 -0.092298009 0.091412179 -0.024282835 0.627698123 0.256918222 0.734437585 0 1403715286.662143
1403715287.162143 -0.008616850 -0.092893973 0.091106571 -0.022780374 0.630395770 0.255738527 0.732584536 0 1403715286.662143
1403715287.212143 -0.006640844 -0.093114577 0.091038324 -0.019394783 0.633267283 0.253255427 0.731066465 0 1403715286.662143
1403715287.262143 -0.004731543 -0.093492880 0.090674601 -0.016585499 0.635424316 0.251619339 0.729827881 0 1403715286.662143
1403715287.312143 -0.002796128 -0.094523549 0.090747647 -0.013716894 0.637187600 0.250731528 0.728654683 0 1403715286.662143
1403715287.362143 -0.001407266 -0.095575549 0.090929858 -0.011784194 0.638510525 0.250460267 0.727622926 0 1403715287.362143
1403715287.412143 0.001025245 -0.095503084 0.091012985 -0.008749689 0.638435423 0.251700610 0.727303624 0 1403715286.662143
1403715287.462143 0.002250195 -0.097299941 0.091360100 -0.006181913 0.638418078 0.255334795 0.726077378 0 1403715287.362143
1403715287.512143 0.003972128 -0.098055661 0.091619194 -0.003506883 0.638785005 0.258742064 0.724564672 0 1403715287.362143
1403715287.562143 0.005945414 -0.099180587 0.091402322 -0.000776615 0.640039146 0.263425410 0.721773088 0 1403715287.362143
1403715287.612143 0.007629625 -0.099532604 0.091519356 0.001368089 0.642777622 0.268781364 0.717350543 0 1403715287.362143
1403715287.662143 0.009102747 -0.100711212 0.091109000 0.003645592 0.646224380 0.274524689 0.712051332 0 1403715287.362143
1403715287.712143 0.010669537 -0.101578020 0.091024116 0.004833579 0.651514471 0.278862834 0.705507755 0 1403715287.362143
1403715287.762143 0.012594976 -0.102260597 0.090792954 0.005234323 0.657962143 0.281973481 0.698247433 0 1403715287.362143
1403715287.812143 0.014373884 -0.103075236 0.090268634 0.004794071 0.665681958 0.283242464 0.690375447 0 1403715287.362143
1403715287.862143 0.015895821 -0.103631787 0.089547396 0.005108359 0.674047470 0.284297228 0.681769013 0 1403715287.362143
1403715287.912143 0.017359562 -0.104658067 0.089013971 0.004065679 0.684014976 0.284169674 0.671829402 0 1403715287.362143
1403715287.962143 0.019196704 -0.105400622 0.088360347 0.002769798 0.694138110 0.284306824 0.661312580 0 1403715287.362143
1403715288.012143 0.020613298 -0.105056562 0.086633652 0.002956690 0.703668892 0.284809321 0.650941610 0 1403715288.012143
1403715288.062143 0.021922715 -0.106440656 0.086226381 0.002333528 0.713458717 0.286289096 0.639538705 0 1403715287.362143
1403715288.112143 0.023328178 -0.106380209 0.084971741 0.003315077 0.721365452 0.288277328 0.629696131 0 1403715288.012143
1403715288.162143 0.024641328 -0.106629051 0.083899736 0.003136454 0.727854311 0.290176749 0.621301651 0 1403715288.012143
1403715288.212143 0.025503591 -0.106895953 0.083259307 0.001841338 0.733283699 0.291899025 0.614073873 0 1403715288.012143
1403715288.262143 0.026656821 -0.106571786 0.082718849 0.000446930 0.737746298 0.293871194 0.607758164 0 1403715288.012143
1403715288.312143 0.027362436 -0.106111236 0.081742503 -0.000772503 0.741277218 0.294503272 0.603137970 0 1403715288.012143
1403715288.362143 0.028383918 -0.106356576 0.082276963 -0.003243204 0.744450986 0.295869291 0.598534584 0 1403715287.362143
1403715288.412143 0.029123165 -0.104364403 0.081327260 -0.002255641 0.745878935 0.297133774 0.596130192 0 1403715288.012143
1403715288.462143 0.029664390 -0.103573598 0.081019796 -0.001377535 0.747038424 0.298758715 0.593864441 0 1403715288.012143
1403715288.512143 0.030529417 -0.102783635 0.081056237 -0.001193722 0.748384953 0.298512131 0.592291415 0 1403715288.012143
1403715288.562143 0.030945316 -0.102423370 0.080053821 -0.000444503 0.748113632 0.300278336 0.591742158 0 1403715288.012143
1403715288.612143 0.031660318 -0.102393031 0.079362698 0.000934600 0.748083174 0.301231891 0.591295302 0 1403715288.012143
1403715288.662143 0.032051407 -0.102690488 0.078522772 0.001287984 0.747731745 0.302386373 0.591149807 0 1403715288.012143
1403715288.712143 0.032472923 -0.103141285 0.077592373 0.001163009 0.747783422 0.301793724 0.591387570 0 1403715288.012143
1403715288.762143 0.032969393 -0.103454106 0.077007331 -0.001874402 0.748261094 0.300114542 0.591636062 0 1403715288.012143
1403715288.812143 0.033292912 -0.103754893 0.075684905 -0.003838353 0.747932494 0.299528629 0.592338562 0 1403715288.012143
1403715288.862143 0.033777356 -0.103905208 0.074959412 -0.007205863 0.748824060 0.297911972 0.591995955 0 1403715288.862143
1403715288.912143 0.033816956 -0.103558905 0.074077159 -0.010458715 0.750421643 0.296622813 0.590570033 0 1403715288.012143
1403715288.962143 0.033891872 -0.103032865 0.073364802 -0.012994517 0.752444744 0.295877606 0.588315070 0 1403715288.012143
1403715289.012143 0.034117155 -0.102208473 0.072638765 -0.015129482 0.754385769 0.297157317 0.585124671 0 1403715288.012143
1403715289.062143 0.034096807 -0.101118185 0.071633376 -0.016379802 0.756390393 0.299133390 0.581484854 0 1403715288.012143
1403715289.112143 0.034418873 -0.099409290 0.071056686 -0.018137002 0.759407699 0.300688684 0.576677859 0 1403715288.012143
1403715289.162143 0.034698837 -0.097477973 0.071346886 -0.020584447 0.762956202 0.300738633 0.571865678 0 1403715288.862143
1403715289.212143 0.034800202 -0.096076496 0.071544141 -0.023390915 0.766317129 0.300969034 0.567123175 0 1403715288.862143
1403715289.262143 0.035023540 -0.093780905 0.070383176 -0.023836784 0.768284440 0.302524090 0.563604593 0 1403715288.862143
1403715289.312143 0.035333022 -0.092028528 0.070609480 -0.026201922 0.772071004 0.303069949 0.558004022 0 1403715288.862143
1403715289.362143 0.035531349 -0.090327114 0.070516013 -0.027721252 0.776054442 0.303745568 0.552005231 0 1403715288.862143
1403715289.412143 0.035609007 -0.088298321 0.070032068 -0.028375056 0.779679537 0.306587815 0.545251012 0 1403715288.012143
1403715289.462143 0.035992011 -0.086861856 0.071302533 -0.030138660 0.784364700 0.308694482 0.537188411 0 1403715288.862143
1403715289.512143 0.036515415 -0.085034363 0.071375370 -0.031278104 0.788403749 0.312320173 0.529053271 0 1403715288.862143
1403715289.562143 0.036960781 -0.082454726 0.071298070 -0.030688768 0.792574763 0.315152556 0.521116376 0 1403715289.562143
1403715289.612143 0.037176244 -0.080933221 0.071746044 -0.032034468 0.796555579 0.318309993 0.512983263 0 1403715288.862143
1403715289.662143 0.037700787 -0.078962833 0.072237574 -0.033461940 0.799528837 0.322057307 0.505878568 0 1403715288.862143
1403715289.712143 0.038233615 -0.076899894 0.072651394 -0.033427339 0.801824391 0.325151920 0.500236571 0 1403715288.862143
1403715289.762143 0.039109997 -0.074403569 0.072619908 -0.033191796 0.803537488 0.326205790 0.496805519 0 1403715289.562143
1403715289.812143 0.039968982 -0.072477035 0.073137701 -0.032951824 0.804918885 0.326930702 0.494101316 0 1403715289.562143
1403715289.862143 0.040897995 -0.071069635 0.073440835 -0.031945422 0.805851221 0.327132910 0.492511421 0 1403715289.562143
1403715289.912143 0.041258149 -0.070073679 0.073352829 -0.029773688 0.805780947 0.327860117 0.492278844 0 1403715289.912143
1403715289.962143 0.042886831 -0.068920769 0.073685721 -0.029298687 0.805215597 0.328426987 0.492854148 0 1403715289.562143
