ts tx ty tz qx qy qz qw agent map
1403715323.612143 0.0866821 -0.0582275 0.5521126 -0.0512113 0.5277956 0.1937452 0.8253921 0 4
1403715322.662143 -0.0632229 -0.1042627 0.6148717 -0.0533415 0.5151145 0.2083848 0.8296912 0 4
1403715332.962143 0.2127596 0.0283151 0.1353010 -0.0050441 0.1100316 0.0785004 0.9908105 0 4
1403715329.962143 0.0614816 0.0947963 0.1913733 -0.0207356 0.2702436 0.1253789 0.9543682 0 4
1403715322.462143 -0.0842970 -0.1287427 0.6452322 -0.0416989 0.4948688 0.2013659 0.8442854 0 4
1403715337.962143 0.7734907 0.0142618 0.2718328 -0.0050177 -0.1213770 -0.0118766 0.9925228 0 4
1403715328.262143 0.1037626 0.0237953 0.2866176 -0.0186869 0.4600188 0.1687498 0.8715256 0 4
1403715329.362143 0.0785207 0.0688839 0.1985228 -0.0261787 0.3027620 0.1345339 0.9431598 0 4
1403715333.912143 0.3455043 0.0520812 0.1200547 -0.0152963 0.0747345 0.0607674 0.9952327 0 4
1403715325.462143 0.1332495 -0.1218830 0.5466220 -0.0147345 0.5146955 0.2014231 0.8332468 0 4
1403715343.162143 0.6737586 -0.1775056 0.6521456 0.0094995 -0.4312952 -0.1349437 0.8920115 0 4
1403715340.212143 0.9170872 -0.0573551 0.5065323 0.0094393 -0.2363473 -0.0996452 0.9664997 0 4
1403715338.762143 0.8314499 -0.0272044 0.3502437 -0.0003231 -0.1873212 -0.0286323 0.9818813 0 4
1403715347.812143 0.0730919 -0.0188949 0.1989789 0.0300084 -0.5569482 -0.1781166 0.8106681 0 4
1403715349.562143 -0.0236284 0.0640396 0.1753254 0.0328003 -0.7206075 -0.2173561 0.6575753 0 4
1403715346.062143 0.2473201 -0.0786668 0.4589493 -0.0020682 -0.5030256 -0.1692111 0.8475426 0 4
1403715342.662143 0.7366105 -0.1663110 0.6310909 -0.0007402 -0.3754281 -0.1342748 0.9170733 0 4
1403715337.112143 0.7205710 0.0542277 0.2067467 -0.0066031 -0.0582487 -0.0002301 0.9982802 0 4
1403715346.662143 0.1718617 -0.0474048 0.3533588 0.0121254 -0.4983043 -0.1422845 0.8551613 0 4
1403715339.462143 0.8906111 -0.0516789 0.4257890 -0.0005383 -0.2258812 -0.0560341 0.9725419 0 4
1403715335.012143 0.4978388 0.0695249 0.1002842 -0.0159545 0.0287049 0.0358701 0.9988167 0 4
1403715343.712143 0.5956134 -0.1793345 0.6799351 0.0044954 -0.4275054 -0.1460169 0.8921311 0 4
1403715340.812143 0.8745039 -0.0868156 0.5244123 -0.0086347 -0.3617885 -0.1058780 0.9261881 0 4
1403715336.062143 0.6210952 0.0692594 0.1464095 -0.0056797 -0.0445267 0.0122469 0.9989170 0 4
1403715341.512143 0.8221164 -0.1296395 0.5799477 0.0141013 -0.3364021 -0.0929008 0.9370188 0 4
1403715342.162143 0.7790625 -0.1562439 0.6136029 -0.0012252 -0.3297000 -0.0975515 0.9390315 0 4
1403715344.412143 0.4770644 -0.1870494 0.6957509 0.0478191 -0.4717562 -0.1638063 0.8650589 0 4
1403715349.012143 0.0049596 0.0403554 0.1227942 -0.0018579 -0.7044774 -0.2040528 0.6797578 0 4
1403715350.112143 -0.0231414 0.0795079 0.2402573 0.0233032 -0.7660578 -0.2501068 0.5916579 0 4
1403715348.462143 0.0384281 -0.0047660 0.1189865 -0.0012790 -0.6693752 -0.2050456 0.7140669 0 4
1403715347.212143 0.1205261 -0.0286757 0.2762850 -0.0004423 -0.4845831 -0.1474198 0.8622334 0 4
1403715886.584058 -0.1964639 0.3687831 -0.3673833 0.0120493 -0.5513771 -0.2012167 0.8095369 1 4
1403715894.334058 -0.1871994 0.3356500 -0.4058436 0.0349736 -0.5513803 -0.2010796 0.8089027 1 4
1403715894.234058 -0.1871832 0.3428394 -0.3981807 0.0199462 -0.5542850 -0.1960699 0.8086575 1 4
1403715916.384058 0.6372784 0.3055598 -0.5560347 0.0180487 -0.9377156 -0.3386975 0.0751506 1 4
1403715910.734058 -0.2613575 0.1216328 -0.1406505 0.0665474 -0.6380257 -0.1820139 0.7452286 1 4
1403715894.534058 -0.1895575 0.3238462 -0.4259109 0.0339121 -0.5476375 -0.2046606 0.8105906 1 4
1403715894.484058 -0.1889312 0.3254308 -0.4207286 0.0386048 -0.5478215 -0.2047787 0.8102264 1 4
1403715894.284058 -0.1873216 0.3398317 -0.4015575 0.0288674 -0.5528703 -0.1981581 0.8088477 1 4
1403715896.684058 -0.2778322 0.2585144 -0.7235462 -0.0181452 -0.5803773 -0.1040571 0.8074684 1 4
1403715896.384058 -0.2764198 0.2752813 -0.7061195 -0.0117056 -0.5707549 -0.1318667 0.8103783 1 4
1403715897.134058 -0.2436573 0.2193180 -0.6815919 -0.0573640 -0.5882546 -0.0835510 0.8022999 1 4
1403715896.834058 -0.2726846 0.2486336 -0.7209777 -0.0267884 -0.5816255 -0.1010698 0.8067088 1 4
1403715897.634058 -0.1651850 0.1409222 -0.5157136 -0.0095789 -0.5647021 -0.1559109 0.8103774 1 4
1403715897.034058 -0.2546974 0.2320382 -0.7005621 -0.0505335 -0.5866930 -0.0878423 0.8034435 1 4
1403715898.084058 -0.0969323 0.0641325 -0.3350974 0.0104385 -0.5674565 -0.1355872 0.8120962 1 4
1403715901.234058 -0.1092788 -0.1722849 0.6126347 0.1007352 -0.4354098 -0.0935464 0.8896740 1 4
1403715899.884058 0.1555901 -0.0830827 0.4100499 -0.0028564 -0.4118080 -0.1786231 0.8935882 1 4
1403715897.484058 -0.1893500 0.1658117 -0.5710118 -0.0129314 -0.5667821 -0.1517423 0.8096698 1 4
1403715900.284058 0.1071948 -0.1153766 0.5274225 0.0299517 -0.4062010 -0.2038076 0.8902618 1 4
1403715899.184058 0.1141781 -0.0435702 0.1447328 -0.0071903 -0.4196248 -0.1361299 0.8974029 1 4
1403715897.934058 -0.1220075 0.0887192 -0.4000176 -0.0112786 -0.5693224 -0.1351690 0.8108478 1 4
1403715897.784058 -0.1440526 0.1136122 -0.4595851 -0.0185140 -0.5686027 -0.1419997 0.8100520 1 4
1403715899.834058 0.1565493 -0.0762052 0.3909847 -0.0107741 -0.4105488 -0.1750055 0.8948222 1 4
1403715901.334058 -0.1181386 -0.1752228 0.6059393 0.1002657 -0.4352757 -0.0893523 0.8902236 1 4
1403715900.984058 -0.0681312 -0.1604135 0.6124753 0.0721507 -0.4336559 -0.1099040 0.8914359 1 4
1403715901.534058 -0.1202037 -0.1755972 0.5841492 0.0645891 -0.4326152 -0.0982303 0.8938810 1 4
1403715902.584058 -0.0166312 -0.1286492 0.3704472 0.0130244 -0.4247396 -0.1393577 0.8944306 1 4
1403715902.284058 -0.0504463 -0.1472930 0.4474207 0.0414678 -0.4247299 -0.1329796 0.8945398 1 4
1403715900.334058 0.0976788 -0.1184252 0.5385337 0.0298518 -0.4062987 -0.2045257 0.8900559 1 4
1403715900.184058 0.1237323 -0.1082518 0.5029997 0.0262068 -0.4068657 -0.2002172 0.8908909 1 4
1403715902.734058 -0.0019559 -0.1178580 0.3320915 -0.0049391 -0.4369667 -0.1397414 0.8885427 1 4
1403715902.434058 -0.0340983 -0.1372906 0.4090668 0.0334091 -0.4196050 -0.1449335 0.8954383 1 4
1403715901.734058 -0.1100368 -0.1728289 0.5537700 0.0540608 -0.4285309 -0.1077179 0.8954527 1 4
1403715901.884058 -0.0953088 -0.1668365 0.5293726 0.0416310 -0.4281147 -0.1169856 0.8951530 1 4
1403715905.184058 -0.1930676 -0.0715886 -0.0882238 0.0670960 -0.9117367 -0.2602286 0.3106694 1 4
1403715902.134058 -0.0701182 -0.1576624 0.4781523 0.0397285 -0.4270270 -0.1209160 0.8952368 1 4
1403715903.884058 -0.0250849 -0.0500142 0.0918457 -0.0092711 -0.6303939 -0.2126852 0.7465137 1 4
1403715909.234058 0.0000000 0.0000000 0.0000000 -0.0000000 -0.0000000 -0.0000000 1.0000000 1 4
1403715905.384058 -0.1997828 -0.0509698 -0.0919582 0.0745798 -0.9239843 -0.2879184 0.2404036 1 4
1403715904.634058 -0.1472735 -0.1131874 -0.0341645 0.0719868 -0.8075068 -0.2649190 0.5220812 1 4
1403715909.584058 -0.0556436 0.0151083 -0.0115420 0.0081437 -0.1190611 -0.0595080 0.9910686 1 4
1403715904.884058 -0.1751556 -0.1013183 -0.0627583 0.0620306 -0.8578798 -0.2670338 0.4346119 1 4
1403715905.784058 -0.1989231 -0.0682009 -0.1033136 0.0156605 -0.9294851 -0.3563508 0.0939486 1 4
1403715905.584058 -0.1968612 -0.0459823 -0.0934093 0.0614285 -0.9276081 -0.3241932 0.1751245 1 4
1403715905.034058 -0.1845003 -0.0840698 -0.0777576 0.0599232 -0.8878288 -0.2641759 0.3719952 1 4
1403715904.384058 -0.1116174 -0.1047417 -0.0024889 0.0377082 -0.7632089 -0.2477917 0.5955580 1 4
1403715904.134058 -0.0703766 -0.0820029 0.0410495 0.0074235 -0.7045210 -0.2174375 0.6755117 1 4
1403715905.934058 -0.1975285 -0.0704833 -0.0989689 -0.0009757 -0.9244964 -0.3806262 0.0207170 1 4
1403715916.734058 0.6327318 0.3550901 -0.6282227 -0.0102726 -0.9256892 -0.3306993 0.1833903 1 4
1403715916.484058 0.6374719 0.3199772 -0.5785846 0.0125399 -0.9360912 -0.3356449 0.1044913 1 4
1403715912.884058 0.0312900 0.1968052 -0.4616942 0.0309806 -0.9393660 -0.3110975 0.1408903 1 4
1403715911.434058 -0.2410815 0.1900283 -0.2773664 0.0557966 -0.8068244 -0.2261056 0.5429525 1 4
1403715911.084058 -0.2679660 0.1590044 -0.2116781 0.0632325 -0.7275587 -0.2041690 0.6519011 1 4
1403715912.134058 -0.1179178 0.2173465 -0.3729790 0.0431173 -0.8877077 -0.2973616 0.3488440 1 4
1403715909.534058 -0.0479680 0.0126874 -0.0103774 0.0071870 -0.1014238 -0.0482579 0.9936462 1 4
1403715922.584058 0.4292693 0.2429261 -0.8686486 0.0353147 -0.9115575 -0.2745824 0.3040072 1 4
1403715934.384058 0.7757912 -0.1699105 0.1281810 0.1367266 0.1276711 0.0433524 0.9813901 1 4
1403715913.134058 0.0838062 0.2031648 -0.4684861 0.0354894 -0.9477369 -0.3158927 0.0273347 1 4
1403715917.334058 0.5811316 0.4112341 -0.7361431 0.0288860 -0.9220912 -0.2595945 0.2855245 1 4
1403715916.784058 0.6314714 0.3616058 -0.6384469 -0.0174651 -0.9237810 -0.3283238 0.1962831 1 4
1403715916.684058 0.6340591 0.3471832 -0.6186724 -0.0036047 -0.9274083 -0.3334636 0.1694194 1 4
1403715912.534058 -0.0359069 0.2023705 -0.4283241 0.0342052 -0.9145871 -0.3047220 0.2636378 1 4
1403715916.884058 0.6270629 0.3741625 -0.6578829 -0.0338166 -0.9207574 -0.3224773 0.2169576 1 4
1403715916.584058 0.6355552 0.3334210 -0.5991499 0.0068387 -0.9319083 -0.3360106 0.1363710 1 4
1403715916.534058 0.6369904 0.3264499 -0.5893088 0.0087954 -0.9339312 -0.3364776 0.1203242 1 4
1403715916.634058 0.6346976 0.3407325 -0.6084694 0.0020893 -0.9299150 -0.3343642 0.1531482 1 4
1403715917.134058 0.6070608 0.3981794 -0.7070826 -0.0366115 -0.9222923 -0.2902245 0.2525990 1 4
1403715916.984058 0.6217371 0.3849898 -0.6777201 -0.0452121 -0.9193643 -0.3133423 0.2335417 1 4
1403715917.384058 0.5757169 0.4142091 -0.7421085 0.0353566 -0.9204420 -0.2564926 0.2928276 1 4
1403715917.284058 0.5874815 0.4076501 -0.7297664 0.0180969 -0.9230911 -0.2660621 0.2771035 1 4
1403715917.184058 0.6002480 0.4010183 -0.7153187 -0.0173660 -0.9238626 -0.2805345 0.2597629 1 4
1403715917.584058 0.5583948 0.4230933 -0.7606932 0.0154490 -0.9112989 -0.2718893 0.3088233 1 4
1403715916.934058 0.6246262 0.3802508 -0.6679990 -0.0400281 -0.9201711 -0.3172947 0.2258475 1 4
1403715916.834058 0.6293697 0.3696785 -0.6471775 -0.0240489 -0.9224650 -0.3248429 0.2072608 1 4
1403715917.834058 0.5416543 0.4368334 -0.7726969 -0.0018317 -0.9161819 -0.2537418 0.3101978 1 4
1403715918.934058 0.5180361 0.4522944 -0.6490698 0.0046705 -0.8470013 -0.3237393 0.4216157 1 4
1403715918.834058 0.5197324 0.4547555 -0.6665661 -0.0041780 -0.8574664 -0.3009869 0.4173019 1 4
1403715918.734058 0.5219754 0.4541015 -0.6861008 -0.0200441 -0.8662744 -0.2855478 0.4094256 1 4
1403715917.934058 0.5347161 0.4399270 -0.7726358 0.0057595 -0.9194487 -0.2449316 0.3075541 1 4
1403715918.634058 0.5211285 0.4494929 -0.7037868 -0.0271730 -0.8755857 -0.2767437 0.3949991 1 4
1403715919.034058 0.5151160 0.4461746 -0.6338965 0.0033054 -0.8381954 -0.3439909 0.4231877 1 4
1403715918.334058 0.5198010 0.4394653 -0.7478907 0.0280654 -0.9048599 -0.2539967 0.3404800 1 4
1403715919.134058 0.5105714 0.4388201 -0.6213551 0.0117109 -0.8326738 -0.3575399 0.4227085 1 4
1403715918.434058 0.5202477 0.4394085 -0.7367671 0.0024121 -0.8952522 -0.2637326 0.3591140 1 4
1403715918.534058 0.5209036 0.4441006 -0.7205573 -0.0178025 -0.8850682 -0.2717419 0.3774833 1 4
1403715919.334058 0.4985310 0.4253271 -0.6069901 0.0618968 -0.8334337 -0.3564610 0.4177231 1 4
1403715919.434058 0.4922226 0.4215073 -0.6040386 0.0605415 -0.8394525 -0.3445176 0.4158870 1 4
1403715921.234058 0.4541714 0.4340274 -0.7349661 0.0004804 -0.8980184 -0.3062017 0.3159167 1 4
