ts tx ty tz qx qy qz qw agent map
1403715895.934058 -0.297214299 -0.298945010 0.020695204 0.019319052 0.167454168 0.066564843 0.983440399 1 0
1403715895.984058 -0.307382762 -0.304216236 0.022035867 0.019575974 0.166425243 0.068125561 0.983503103 1 0
1403715896.034058 -0.318823636 -0.310670346 0.024799507 0.019935612 0.166188806 0.070256226 0.983385980 1 0
1403715896.084058 -0.322490573 -0.311325014 0.028214790 0.019375140 0.165675923 0.072969235 0.983286142 1 0
1403715896.134058 -0.330629855 -0.318454921 0.028357031 0.018647574 0.162801743 0.077204630 0.983456850 1 0
1403715896.184058 -0.341182858 -0.325452209 0.030829707 0.020091301 0.161002979 0.082269005 0.983313978 1 0
1403715896.234058 -0.352009416 -0.331600815 0.031697877 0.022437859 0.158287242 0.090204246 0.983008087 1 0
1403715896.284058 -0.358818173 -0.339736074 0.031991903 0.025840778 0.153952077 0.098612532 0.982805550 1 0
1403715896.334058 -0.370215684 -0.348084241 0.034355726 0.028887955 0.151480705 0.107292257 0.982195199 1 0
1403715896.384058 -0.376301974 -0.353991419 0.034561191 0.032013714 0.147266909 0.116554588 0.981683552 1 0
1403715896.434058 -0.381308794 -0.356056392 0.034864634 0.036153544 0.144611552 0.121942885 0.981280029 1 0
1403715896.484058 -0.388540745 -0.364920259 0.035740964 0.037445776 0.142928064 0.128454864 0.980647087 1 0
1403715896.534058 -0.393619418 -0.368376046 0.036795646 0.041189559 0.141827837 0.131856769 0.980205178 1 0
1403715896.584058 -0.395932496 -0.376886457 0.035071377 0.043684885 0.140380263 0.136313990 0.979695678 1 0
1403715896.634058 -0.395343900 -0.380830109 0.030254252 0.047255080 0.138572559 0.138071820 0.979541183 1 0
1403715896.684058 -0.394709706 -0.382882923 0.027696518 0.050578475 0.138184905 0.139456943 0.979233623 1 0
1403715896.734058 -0.393919408 -0.390820354 0.025396302 0.049645763 0.137594730 0.141112074 0.979127407 1 0
1403715896.784058 -0.389819950 -0.394792557 0.019898556 0.047453612 0.136052504 0.143477052 0.979107916 1 0
1403715896.834058 -0.385068387 -0.393836051 0.014367723 0.045853667 0.134043053 0.146505132 0.979012907 1 0
1403715896.884058 -0.377797455 -0.396689534 0.007413500 0.043018069 0.132181913 0.150400355 0.978803933 1 0
1403715896.934058 -0.367971063 -0.402161986 -0.001682117 0.039346207 0.128925189 0.156267375 0.978473663 1 0
1403715896.984058 -0.358018398 -0.401072830 -0.010061586 0.038458847 0.125675857 0.163027287 0.977828562 1 0
1403715897.034058 -0.344695687 -0.404158533 -0.018072139 0.036650803 0.122566111 0.171351090 0.976868987 1 0
1403715897.084058 -0.329139262 -0.406522959 -0.027624795 0.034993097 0.120255530 0.176937878 0.976220846 1 0
1403715897.134058 -0.309610784 -0.408002645 -0.038651656 0.034561653 0.119303808 0.179206580 0.975939095 1 0
1403715897.184058 -0.291342497 -0.405296206 -0.050082356 0.035720088 0.120609730 0.178381681 0.975888014 1 0
1403715897.234058 -0.268013805 -0.404034942 -0.062347621 0.033345342 0.123106748 0.172535449 0.976710975 1 0
1403715897.284058 -0.243055061 -0.402002424 -0.075365588 0.030559059 0.128090829 0.160506412 0.978210926 1 0
1403715897.334058 -0.215968907 -0.393489182 -0.086322777 0.028861135 0.134562522 0.144617692 0.979870260 1 0
1403715897.384058 -0.188083574 -0.398130119 -0.098150015 0.021718359 0.142532364 0.126583412 0.981422246 1 0
1403715897.434058 -0.158264175 -0.387485415 -0.112229325 0.020456469 0.148140654 0.113225430 0.982250392 1 0
1403715897.484058 -0.121531017 -0.385628819 -0.129852995 0.018250231 0.150287732 0.103356898 0.983055413 1 0
1403715897.534058 -0.090018317 -0.381887287 -0.143095553 0.016911397 0.153071299 0.096078984 0.983388066 1 0
1403715897.584058 -0.053292692 -0.381365955 -0.158657566 0.015667839 0.153539687 0.095071197 0.983433604 1 0
1403715897.634058 -0.027652441 -0.380306780 -0.170754790 0.016650211 0.153668806 0.098265670 0.983083248 1 0
1403715897.684058 0.003379502 -0.375588208 -0.182858750 0.018693611 0.153094828 0.101385213 0.982819259 1 0
1403715897.734058 0.035873454 -0.373970449 -0.196694866 0.020592613 0.149577618 0.108337328 0.982581079 1 0
1403715897.784058 0.068861939 -0.372740954 -0.209217936 0.022836935 0.149053857 0.114022799 0.981967628 1 0
1403715897.834058 0.104900673 -0.362775475 -0.222616851 0.027939411 0.146443233 0.116712578 0.981912374 1 0
1403715897.884058 0.135494679 -0.369130135 -0.235942513 0.029356360 0.147258818 0.117416233 0.981665134 1 0
1403715897.934058 0.170371845 -0.355256975 -0.248380229 0.035734061 0.149649844 0.114156425 0.981476665 1 0
1403715897.984058 0.206829131 -0.353079855 -0.262886435 0.037860703 0.150819898 0.111166865 0.981560946 1 0
1403715898.034058 0.234914124 -0.352774352 -0.275713801 0.041331489 0.155771300 0.104176842 0.981414437 1 0
1403715898.084058 0.270732820 -0.364505827 -0.285668820 0.042418871 0.159725249 0.098053165 0.981363416 1 0
1403715898.134058 0.309496611 -0.340107977 -0.303067774 0.055567168 0.164360210 0.092866056 0.980445862 1 0
1403715898.184058 0.337387741 -0.352896124 -0.316769809 0.055867709 0.172268316 0.088108487 0.979509771 1 0
1403715898.234058 0.365640461 -0.358940274 -0.329993874 0.055536315 0.182352901 0.084305227 0.978036761 1 0
1403715898.284058 0.418414891 -0.345209241 -0.349313736 0.057694610 0.184777498 0.084139660 0.977470756 1 0
1403715898.334058 0.457954884 -0.328796238 -0.366012901 0.059374828 0.192082331 0.084200323 0.975955606 1 0
1403715898.384058 0.486395687 -0.321208954 -0.383453369 0.055960964 0.203179702 0.085793197 0.973768950 1 0
1403715898.434058 0.535530627 -0.332834572 -0.396286368 0.042750392 0.209072351 0.087877750 0.973004997 1 0
1403715898.484058 0.556712210 -0.269963264 -0.422450513 0.055375118 0.220429048 0.093616523 0.969319642 1 0
1403715898.534058 0.590367019 -0.277449727 -0.439147413 0.042207845 0.231169090 0.099284627 0.966913640 1 0
1403715898.584058 0.614892840 -0.292333663 -0.455794513 0.030197162 0.244846985 0.101527914 0.963758349 1 0
1403715898.634058 0.679559648 -0.301886797 -0.459736079 0.018516436 0.245618924 0.103475884 0.963649988 1 0
1403715898.684058 0.701645970 -0.288989484 -0.471041739 0.020244861 0.260806710 0.107503593 0.959173143 1 0
1403715898.734058 0.747275531 -0.279176831 -0.490088880 0.021082548 0.267625839 0.109812252 0.957012653 1 0
1403715898.784058 0.785422862 -0.266599596 -0.505271018 0.019422434 0.276142955 0.112542033 0.954307199 1 0
1403715898.834058 0.817625999 -0.252462029 -0.518443644 0.017921504 0.286065012 0.115735441 0.951026261 1 0
1403715898.884058 0.843957543 -0.243081301 -0.527958989 0.014439412 0.296374649 0.118225373 0.947616160 1 0
1403715898.934058 0.873081982 -0.236515403 -0.539621532 0.009696976 0.303617775 0.121561080 0.944957793 1 0
1403715898.984058 0.917045295 -0.212554649 -0.556529701 0.010615895 0.302602589 0.121758334 0.945248067 1 0
1403715899.034058 0.928703845 -0.213992849 -0.551586092 0.004532623 0.316310912 0.124750368 0.940406382 1 0
1403715899.084058 0.959129333 -0.202385113 -0.566475987 -0.000451173 0.319441348 0.126522332 0.939121544 1 0
1403715899.134058 0.984879613 -0.189860180 -0.577235281 -0.007741859 0.323480338 0.128281265 0.937467039 1 0
1403715899.184058 1.030282974 -0.167569175 -0.595111191 -0.012352624 0.317650378 0.128149837 0.939427137 1 0
1403715899.234058 1.070594549 -0.124023370 -0.606319129 -0.011469650 0.314590901 0.127196386 0.940596700 1 0
1403715899.284058 1.094373465 -0.126220003 -0.608948112 -0.025133783 0.321829796 0.126837328 0.937926590 1 0
1403715899.334058 1.113696814 -0.115835369 -0.600533903 -0.036155887 0.328755647 0.125361606 0.935359299 1 0
1403715899.384058 1.162178040 -0.083487980 -0.628082871 -0.036928263 0.316869497 0.122355416 0.939818740 1 0
1403715899.434058 1.187342167 -0.076474302 -0.633444190 -0.043545846 0.320664585 0.118482105 0.938743889 1 0
1403715899.484058 1.213151455 -0.073021129 -0.636372864 -0.046030171 0.322364360 0.118079253 0.938093722 1 0
1403715899.534058 1.250370383 -0.059060313 -0.643435776 -0.043773696 0.318007320 0.116643868 0.939866781 1 0
1403715899.584058 1.279479980 -0.057424165 -0.647523642 -0.044051457 0.317205936 0.116752714 0.940111041 1 0
1403715899.634058 1.311354160 -0.054034747 -0.651889384 -0.044052690 0.314794004 0.119034626 0.940635383 1 0
1403715899.684058 1.339346051 -0.046082698 -0.650333524 -0.041555848 0.313221157 0.117933542 0.941412449 1 0
1403715899.734058 1.374649763 -0.044428263 -0.656195998 -0.041837119 0.312471628 0.116046712 0.941883385 1 0
1403715899.784058 1.408814907 -0.039512865 -0.657164156 -0.039097410 0.311763436 0.111375131 0.942799330 1 0
1403715899.834058 1.424750090 -0.035132866 -0.645313442 -0.034840122 0.315198451 0.103656545 0.942704320 1 0
1403715899.884058 1.454630852 -0.034779690 -0.640745640 -0.031172466 0.317326039 0.095505245 0.942980051 1 0
1403715899.934058 1.482935905 -0.032609161 -0.636319518 -0.028462339 0.318996608 0.086788468 0.943344533 1 0
1403715899.984058 1.509792566 -0.031945795 -0.631302238 -0.028107341 0.320308447 0.078078747 0.943671703 1 0
1403715900.034058 1.538596869 -0.032774590 -0.621956348 -0.026873687 0.322928518 0.071658351 0.943323970 1 0
1403715900.084058 1.563908815 -0.033124875 -0.617797017 -0.026813513 0.321453631 0.067033969 0.944169044 1 0
1403715900.134058 1.592095375 -0.034604009 -0.607477784 -0.026519556 0.322032690 0.063772999 0.944205880 1 0
1403715900.184058 1.612851739 -0.036035489 -0.593530774 -0.026800800 0.324515790 0.059472084 0.943628252 1 0
1403715900.234058 1.631983161 -0.037542045 -0.581461012 -0.025874434 0.325340658 0.056086704 0.943577468 1 0
1403715900.284058 1.653393745 -0.042593338 -0.572607875 -0.027114818 0.324007899 0.055284962 0.944048345 1 0
1403715900.334058 1.671529770 -0.046122726 -0.553486824 -0.027738834 0.325797230 0.054046553 0.943485975 1 0
1403715900.384058 1.695305467 -0.051881533 -0.541527867 -0.028487269 0.323436946 0.053326774 0.944316328 1 0
1403715900.434058 1.707264662 -0.055720106 -0.524857521 -0.028501792 0.323033363 0.055713709 0.944316208 1 0
1403715900.484058 1.722018123 -0.063271903 -0.510863006 -0.024902077 0.318658561 0.067255720 0.945152581 1 0
1403715900.534058 1.735626698 -0.070317760 -0.487479389 -0.016584905 0.316089153 0.076907419 0.945461690 1 0
1403715900.584058 1.744169950 -0.080703646 -0.464718163 -0.008267843 0.315206081 0.084103577 0.945253074 1 0
1403715900.634058 1.755426288 -0.089173876 -0.450645179 0.002726224 0.311321765 0.093564108 0.945683420 1 0
1403715900.684058 1.774732113 -0.095227681 -0.432172924 0.016631063 0.305501193 0.101502903 0.946620107 1 0
1403715900.734058 1.786857128 -0.103400901 -0.412398458 0.030933529 0.302515477 0.107248381 0.946586132 1 0
1403715900.784058 1.791952252 -0.116907001 -0.388900042 0.041906424 0.305072635 0.108310327 0.945221424 1 0
1403715900.834058 1.793034315 -0.124985397 -0.371377915 0.053005833 0.309585243 0.105018578 0.943566918 1 0
1403715900.884058 1.805278063 -0.133745521 -0.351460010 0.062012579 0.310126781 0.100858122 0.943293989 1 0
1403715900.934058 1.814095855 -0.139682055 -0.334900796 0.068177551 0.311474681 0.095726199 0.942959130 1 0
1403715900.984058 1.813727379 -0.151642039 -0.319102824 0.072156377 0.316471010 0.092937827 0.941276908 1 0
1403715901.034058 1.820687056 -0.154565379 -0.307372749 0.081797898 0.315740496 0.090073191 0.941012204 1 0
1403715901.084058 1.821795106 -0.164605126 -0.289426535 0.087648779 0.319031328 0.086693466 0.939691961 1 0
1403715901.134058 1.822031856 -0.172505245 -0.276551425 0.094464704 0.320406616 0.085381083 0.938683212 1 0
1403715901.184058 1.825153708 -0.176300824 -0.267283469 0.102464318 0.320354611 0.083693765 0.938013494 1 0
1403715901.234058 1.823589325 -0.183196560 -0.259046018 0.107487664 0.320544779 0.084075093 0.937352061 1 0
1403715901.284058 1.823629141 -0.186238453 -0.254486501 0.111999869 0.319230318 0.084521741 0.937232137 1 0
1403715901.334058 1.818853855 -0.190768480 -0.254847169 0.111521468 0.317912191 0.087620296 0.937452734 1 0
1403715901.384058 1.818943977 -0.188459769 -0.250800014 0.111046307 0.314294964 0.090336904 0.938470364 1 0
1403715901.434058 1.808167338 -0.215282559 -0.257048547 0.090569809 0.315932393 0.098128624 0.939337313 1 0
1403715901.484058 1.806594253 -0.188464150 -0.257435679 0.094434120 0.308191657 0.101028956 0.941219091 1 0
1403715901.534058 1.790917754 -0.204514951 -0.258243680 0.079699568 0.311069697 0.105990753 0.941089630 1 0
1403715901.584058 1.783236980 -0.213204965 -0.263605148 0.069788776 0.311966330 0.106395103 0.941534221 1 0
1403715901.634058 1.773285627 -0.197257280 -0.266393721 0.076095730 0.309615344 0.103623427 0.942130566 1 0
1403715901.684058 1.759470105 -0.200324655 -0.271780998 0.074316666 0.310055137 0.105109684 0.941963315 1 0
1403715901.734058 1.741658926 -0.219437510 -0.277260274 0.060349979 0.315204322 0.107369326 0.940997303 1 0
1403715901.784058 1.730908155 -0.233908519 -0.290509284 0.048945587 0.312781245 0.108752698 0.942308426 1 0
1403715901.834058 1.714366674 -0.232587636 -0.297327459 0.043332618 0.312523186 0.109765716 0.942551434 1 0
1403715901.884058 1.708656311 -0.223423123 -0.308438629 0.041679665 0.307740420 0.107740104 0.944431484 1 0
1403715901.934058 1.690906763 -0.215031177 -0.311228335 0.042649969 0.308571488 0.110392585 0.943810463 1 0
1403715901.984058 1.670777798 -0.213778555 -0.318169475 0.041336585 0.309499234 0.111213736 0.943468630 1 0
1403715902.034058 1.653303146 -0.217313707 -0.327805400 0.040266283 0.309459329 0.112421013 0.943384945 1 0
1403715902.084058 1.638108611 -0.213793486 -0.336385787 0.043446321 0.309124082 0.110443301 0.943587303 1 0
1403715902.134058 1.621881485 -0.210580826 -0.346304536 0.043668628 0.309469283 0.107185945 0.943839490 1 0
1403715902.184058 1.600788832 -0.210235745 -0.354831755 0.042566754 0.311472148 0.103925407 0.943595648 1 0
1403715902.234058 1.575220942 -0.212327689 -0.351035655 0.037882600 0.318797588 0.099691220 0.941803932 1 0
1403715902.284058 1.564840555 -0.208224431 -0.366995782 0.033839289 0.315155208 0.097526774 0.943409085 1 0
1403715902.334058 1.536295772 -0.217213660 -0.366528749 0.024261754 0.321142077 0.096130058 0.941826999 1 0
1403715902.384058 1.523870349 -0.206642494 -0.386131048 0.022143316 0.316094697 0.093677498 0.943831742 1 0
1403715902.434058 1.498494029 -0.203406766 -0.392577708 0.019849034 0.317428857 0.093584999 0.943444133 1 0
1403715902.484058 1.474554420 -0.214491174 -0.393515170 0.013002437 0.318255335 0.100451455 0.942578375 1 0
1403715902.534058 1.451223850 -0.210076153 -0.404796302 0.011958314 0.315072417 0.106807441 0.942962646 1 0
1403715902.584058 1.431106091 -0.214954600 -0.410957962 0.007268861 0.311997831 0.113719955 0.943224430 1 0
1403715902.634058 1.408151507 -0.211537704 -0.418180406 0.005821567 0.308024704 0.118114904 0.943999887 1 0
1403715902.684058 1.388670087 -0.209689692 -0.430153549 0.003494515 0.300704658 0.121228397 0.945974767 1 0
1403715902.734058 1.368777514 -0.204063386 -0.439431369 -0.000218248 0.292610854 0.122438915 0.948360503 1 0
1403715902.784058 1.342465401 -0.205182731 -0.439914912 -0.005661402 0.287808090 0.123765059 0.949640334 1 0
1403715902.834058 1.325680256 -0.196207732 -0.449080527 -0.008277508 0.276879758 0.122436799 0.953036368 1 0
1403715902.884058 1.302053690 -0.204113841 -0.455251485 -0.017576445 0.268209547 0.122319475 0.955401838 1 0
1403715902.934058 1.283410668 -0.185257554 -0.458795995 -0.015683739 0.258410484 0.117154807 0.958776712 1 0
1403715902.984058 1.266732931 -0.182182118 -0.460420817 -0.019568028 0.250045121 0.109146558 0.961863577 1 0
1403715903.034058 1.240065694 -0.182527423 -0.455391705 -0.019943096 0.240951046 0.103218116 0.964826882 1 0
1403715903.084058 1.227678299 -0.173312530 -0.462585777 -0.019738784 0.231364578 0.094462380 0.968069077 1 0
1403715903.134058 1.208250880 -0.166380078 -0.462539405 -0.017692734 0.222681776 0.085463770 0.970976710 1 0
1403715903.184058 1.189174771 -0.166709945 -0.460178047 -0.019368682 0.215295091 0.076649964 0.973343551 1 0
1403715903.234058 1.172155976 -0.160293132 -0.462603241 -0.018245002 0.205982506 0.072409526 0.975702405 1 0
1403715903.284058 1.153551817 -0.155334547 -0.459253728 -0.020299841 0.198816091 0.070598744 0.977279902 1 0
1403715903.334058 1.136073828 -0.150665388 -0.456899375 -0.022425050 0.191382110 0.070635684 0.978713810 1 0
1403715903.384058 1.119640589 -0.150823876 -0.455451012 -0.027678190 0.182929754 0.071407080 0.980138600 1 0
1403715903.434058 1.106173873 -0.150629461 -0.453573555 -0.030413341 0.173451304 0.072261482 0.981716931 1 0
1403715903.484058 1.087021589 -0.154587433 -0.447599411 -0.033458024 0.165081352 0.071306042 0.983129799 1 0
1403715903.534058 1.071715593 -0.157853171 -0.442981333 -0.033707481 0.155469909 0.069395602 0.984823465 1 0
1403715903.584058 1.057058096 -0.164771065 -0.437923729 -0.033074584 0.144813448 0.065773234 0.986716330 1 0
1403715903.634058 1.039954662 -0.174687833 -0.430497676 -0.033578739 0.133990780 0.061544772 0.988499463 1 0
1403715903.684058 1.028577685 -0.184639946 -0.425800562 -0.030669933 0.121230483 0.057022829 0.990510464 1 0
1403715903.734058 1.012544870 -0.198726103 -0.415773332 -0.026595589 0.109137192 0.050562333 0.992383599 1 0
1403715903.784058 1.001965165 -0.210901797 -0.410671651 -0.018435488 0.093711846 0.049141809 0.994214952 1 0
1403715903.834058 0.990028918 -0.228761286 -0.403428525 -0.012374537 0.077669300 0.046117045 0.995835125 1 0
1403715903.884058 0.973739505 -0.246234179 -0.397468776 -0.003475755 0.062030785 0.042963251 0.997143030 1 0
1403715903.934058 0.960474908 -0.265505612 -0.388489842 0.003918726 0.044461630 0.036989760 0.998318374 1 0
1403715903.984058 0.943321586 -0.281340152 -0.380824894 0.011806670 0.028884804 0.030127626 0.999058843 1 0
1403715904.034058 0.957393885 -0.306959718 -0.382802546 0.017775280 0.010213916 0.025735982 0.999458611 1 0
1403715904.084058 0.925630152 -0.323814720 -0.360582381 0.020475121 -0.012481854 0.019216267 0.999527812 1 0
1403715904.134058 0.911077857 -0.343927145 -0.351873606 0.023252288 -0.031340621 0.012699915 0.999157548 1 0
1403715904.184058 0.902648866 -0.362124830 -0.340939969 0.024754589 -0.051163688 0.002533184 0.998380244 1 0
1403715904.234058 0.892909110 -0.381251365 -0.332222372 0.024004674 -0.069177881 -0.007071419 0.997290492 1 0
1403715904.284058 0.884282708 -0.400233835 -0.324548423 0.026564989 -0.087887973 -0.020796884 0.995558918 1 0
1403715904.334058 0.878747582 -0.415836155 -0.313511163 0.029907135 -0.104970001 -0.033764347 0.993452013 1 0
1403715904.384058 0.874113798 -0.436182141 -0.301329970 0.032820486 -0.123340964 -0.047277469 0.990694046 1 0
1403715904.434058 0.859489858 -0.440105766 -0.295798272 0.039773725 -0.137735665 -0.056426059 0.988060236 1 0
1403715904.484058 0.848951578 -0.448784202 -0.287981808 0.043785259 -0.151923940 -0.065915905 0.985219300 1 0
1403715904.534058 0.845834553 -0.461466253 -0.271865278 0.047878996 -0.167891204 -0.077644825 0.981576025 1 0
1403715904.584058 0.831688762 -0.475111395 -0.265361696 0.051497594 -0.179435879 -0.089622907 0.978324413 1 0
1403715904.634058 0.822354674 -0.480799466 -0.257556468 0.057382952 -0.192809567 -0.099907041 0.974448740 1 0
1403715904.684058 0.816238761 -0.476566970 -0.252484441 0.065194353 -0.207764789 -0.107506797 0.970064878 1 0
1403715904.734058 0.803020000 -0.487639457 -0.243267745 0.064586438 -0.225471064 -0.112074129 0.965624571 1 0
1403715904.784058 0.795438945 -0.487701952 -0.233623862 0.065051667 -0.245784089 -0.111449048 0.960696459 1 0
1403715904.834058 0.786696076 -0.478644520 -0.229655266 0.067303173 -0.266721368 -0.112295046 0.954840302 1 0
1403715904.884058 0.773380935 -0.489257544 -0.216597289 0.062212091 -0.288532525 -0.115054220 0.948494136 1 0
1403715904.934058 0.765425920 -0.492255509 -0.207798287 0.062411014 -0.311181277 -0.117629059 0.940975308 1 0
1403715904.984058 0.752043128 -0.486379147 -0.206122816 0.064732090 -0.331148297 -0.121302620 0.933507502 1 0
1403715905.034058 0.746000826 -0.488608986 -0.192990318 0.067521125 -0.354612797 -0.126778409 0.923914492 1 0
1403715905.084058 0.733386993 -0.480077326 -0.190988928 0.073569894 -0.373003602 -0.132397488 0.915383399 1 0
1403715905.134058 0.726138532 -0.477418810 -0.180321321 0.078253955 -0.393297613 -0.135762870 0.905959129 1 0
1403715905.184058 0.723860681 -0.466088772 -0.176537737 0.086285554 -0.409737468 -0.142621294 0.896844029 1 0
1403715905.234058 0.715545714 -0.457631201 -0.171483040 0.090879604 -0.425191015 -0.149699509 0.887999773 1 0
1403715905.284058 0.711852551 -0.444053620 -0.166090786 0.090691134 -0.438406318 -0.160366476 0.879691780 1 0
1403715905.334058 0.708834767 -0.443027884 -0.159577355 0.083305612 -0.452068239 -0.171340778 0.871399403 1 0
1403715905.384058 0.707860351 -0.435133278 -0.156184494 0.078039363 -0.464247584 -0.181665376 0.863354921 1 0
1403715905.434058 0.700847507 -0.430218041 -0.157852143 0.071508296 -0.474911749 -0.191708967 0.855916560 1 0
1403715905.484058 0.699476063 -0.404654324 -0.156714320 0.069909334 -0.486404538 -0.199644387 0.847741365 1 0
1403715905.534058 0.704678774 -0.405032158 -0.150716752 0.062347852 -0.501298189 -0.207040235 0.837822974 1 0
1403715905.584058 0.700916648 -0.389679670 -0.153815627 0.056248598 -0.513634562 -0.210056067 0.829995275 1 0
1403715905.634058 0.700827777 -0.361583531 -0.152748942 0.053323064 -0.529032230 -0.211106285 0.820192516 1 0
1403715905.684058 0.692837119 -0.361429393 -0.159748763 0.040780306 -0.543807209 -0.211132735 0.811192691 1 0
1403715905.734058 0.691731155 -0.346598029 -0.167247921 0.033300895 -0.559125423 -0.213108435 0.800533950 1 0
1403715905.784058 0.694766164 -0.343849272 -0.162500083 0.025511960 -0.578032136 -0.213433459 0.787193894 1 0
1403715905.834058 0.684916735 -0.323553354 -0.180521607 0.021274975 -0.590866148 -0.219003871 0.776184261 1 0
1403715905.884058 0.687283814 -0.315821588 -0.177599072 0.012425114 -0.608735025 -0.226015940 0.760397315 1 0
1403715905.934058 0.683628976 -0.305486262 -0.189742267 0.004498395 -0.622014344 -0.238650963 0.745737016 1 0
1403715905.984058 0.686441720 -0.287411630 -0.183588624 -0.000553695 -0.638529062 -0.245355561 0.729438901 1 0
1403715906.034058 0.683982313 -0.285263121 -0.192968786 -0.005708275 -0.651431561 -0.262891471 0.711682856 1 0
1403715906.084058 0.679813445 -0.267456114 -0.194171429 -0.002116732 -0.666319013 -0.274779797 0.693188667 1 0
1403715906.134058 0.676752806 -0.255470932 -0.197338045 0.005179927 -0.681009710 -0.284643978 0.674667895 1 0
1403715906.184058 0.670643389 -0.247331947 -0.200241148 0.015469171 -0.696363986 -0.292699397 0.655106843 1 0
1403715906.234058 0.666328788 -0.238583162 -0.202268422 0.025375104 -0.711654007 -0.298942029 0.635246694 1 0
1403715906.284058 0.660918236 -0.231158122 -0.206876874 0.032749932 -0.725969553 -0.307156235 0.614451528 1 0
1403715906.334058 0.662334085 -0.225018412 -0.203009188 0.037444171 -0.742245018 -0.312809020 0.591456532 1 0
1403715906.384058 0.657287240 -0.230914503 -0.201074064 0.038381007 -0.756935120 -0.321912020 0.567405462 1 0
1403715906.434058 0.646578312 -0.207876191 -0.222129047 0.044802036 -0.766285717 -0.326987237 0.551251590 1 0
